MassRunningOrder,BaseWheel,EnginePower,InnovativeTechnology,ElecRange_NO_RANGE,ElecRange_0to50,ElecRange_50to100,ElecRange_100to150,ElecRange_150+,Pool_BMW,Pool_FORD,Pool_HYUNDAI,Pool_KIA,Pool_MAZDA-SUBARU-SUZUKI-TOYOTA,Pool_MERCEDES-BENZ,Pool_RENAULT-NISSAN-MITSUBISHI,Pool_STELLANTIS,Pool_TESLA,Pool_VW-SAIC,FuelType_DIESEL,FuelType_DIESEL/ELECTRIC,FuelType_E85,FuelType_ELECTRIC,FuelType_LPG,FuelType_NG,FuelType_NG-BIOMETHANE,FuelType_PETROL,FuelType_PETROL/ELECTRIC
".values =
-0.05465116279069766

.base_values =
1.8255813953488371

.data =
1454.0",".values =
-0.06860465116279071

.base_values =
1.8255813953488371

.data =
2700.0",".values =
0.02674418604651164

.base_values =
1.8255813953488371

.data =
88.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.1994186046511628

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.012790697674418617

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.014534883720930269

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.003488372093023262

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.022674418604651136

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0029069767441860517

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.005232558139534859

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.07906976744186046

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.12848837209302327

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.23197674418604652

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.12848837209302327

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.4058139534883721

.base_values =
1.8255813953488371

.data =
1289.0",".values =
-0.008720930232558122

.base_values =
1.8255813953488371

.data =
2670.0",".values =
0.02034883720930227

.base_values =
1.8255813953488371

.data =
103.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.225

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0011627906976744095

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.02848837209302326

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.012790697674418604

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.011627906976744174

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.038953488372093024

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.1453488372093023

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.07383720930232565

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.13662790697674426

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.24883720930232558

.base_values =
1.8255813953488371

.data =
1347.0",".values =
0.23255813953488377

.base_values =
1.8255813953488371

.data =
2590.0",".values =
0.2040697674418605

.base_values =
1.8255813953488371

.data =
110.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.23895348837209304

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.025

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.003488372093023251

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.22558139534883725

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.06395348837209304

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.16395348837209306

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.1290697674418604

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.14302325581395353

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.5151162790697674

.base_values =
1.8255813953488371

.data =
1103.0",".values =
-0.34767441860465115

.base_values =
1.8255813953488371

.data =
2583.0",".values =
-0.35639534883720925

.base_values =
1.8255813953488371

.data =
49.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.12732558139534883

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0023255813953488415

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.015116279069767457

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.00988372093023256

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.015697674418604667

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.026744186046511624

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.010465116279069774

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13197674418604652

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.05232558139534889

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.1319767441860465

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.4529069767441861

.base_values =
1.8255813953488371

.data =
1280.0",".values =
-0.013372093023255826

.base_values =
1.8255813953488371

.data =
2605.0",".values =
-0.2558139534883721

.base_values =
1.8255813953488371

.data =
81.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.17267441860465108

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.0023255813953488415

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.011627906976744217

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.004651162790697672

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.004069767441860472

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.013953488372093027

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.34767441860465126

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.11453488372093026

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.15581395348837207

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.11744186046511626

.base_values =
1.8255813953488371

.data =
0.0"
".values =
0.23837209302325574

.base_values =
1.8255813953488371

.data =
1759.0",".values =
-0.048255813953488366

.base_values =
1.8255813953488371

.data =
2786.0",".values =
0.057558139534883736

.base_values =
1.8255813953488371

.data =
115.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.9883720930232558

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.004069767441860462

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
1.1102230246251566e-17

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.003488372093023234

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.008720930232558145

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.05348837209302323

.base_values =
1.8255813953488371

.data =
0.0",".values =
-1.0401162790697673

.base_values =
1.8255813953488371

.data =
1.0"
".values =
0.561627906976744

.base_values =
1.8255813953488371

.data =
1360.0",".values =
-0.02441860465116278

.base_values =
1.8255813953488371

.data =
2612.0",".values =
0.21744186046511627

.base_values =
1.8255813953488371

.data =
70.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.30348837209302315

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.003488372093023262

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.1645348837209303

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0023255813953488302

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.041860465116279076

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.012790697674418627

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.23720930232558152

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.19069767441860466

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.33313953488372094

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.16860465116279075

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.3470930232558138

.base_values =
1.8255813953488371

.data =
1355.0",".values =
0.008139534883720923

.base_values =
1.8255813953488371

.data =
2624.0",".values =
-0.19069767441860472

.base_values =
1.8255813953488371

.data =
81.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.227906976744186

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.008139534883720944

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.010465116279069774

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.012790697674418584

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.07848837209302326

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.15755813953488373

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.12209302325581399

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.12383720930232567

.base_values =
1.8255813953488371

.data =
0.0"
".values =
0.3296511627906976

.base_values =
1.8255813953488371

.data =
2044.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
2980.0",".values =
0.21627906976744188

.base_values =
1.8255813953488371

.data =
221.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
-1.0906976744186045

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0023255813953488415

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.009302325581395366

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.014534883720930213

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.008139534883720911

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-1.2284883720930233

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.07499999999999998

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.021511627906976784

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.47906976744186036

.base_values =
1.8255813953488371

.data =
1366.0",".values =
-0.05058139534883721

.base_values =
1.8255813953488371

.data =
2619.0",".values =
0.12500000000000006

.base_values =
1.8255813953488371

.data =
110.0",".values =
-0.003488372093023262

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.20988372093023253

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.023255813953488403

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.005232558139534882

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.015116279069767447

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.005813953488372126

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.15232558139534882

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0482558139534884

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.1354651162790698

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.08779069767441858

.base_values =
1.8255813953488371

.data =
1414.0",".values =
0.06627906976744184

.base_values =
1.8255813953488371

.data =
2590.0",".values =
0.0046511627906976934

.base_values =
1.8255813953488371

.data =
85.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.20348837209302323

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488371882

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.02267441860465118

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0023255813953488415

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.005813953488372092

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.003488372093023262

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.13837209302325576

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13837209302325582

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.16860465116279072

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13662790697674426

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.46860465116279065

.base_values =
1.8255813953488371

.data =
1262.0",".values =
0.023255813953488393

.base_values =
1.8255813953488371

.data =
2636.0",".values =
-0.06860465116279073

.base_values =
1.8255813953488371

.data =
84.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.2133720930232558

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.01918604651162793

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0029069767441860296

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0017441860465116199

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.06802325581395348

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.14825581395348836

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.09186046511627913

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.14883720930232566

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.40406976744186035

.base_values =
1.8255813953488371

.data =
1348.0",".values =
-0.13081395348837208

.base_values =
1.8255813953488371

.data =
2667.0",".values =
0.05232558139534878

.base_values =
1.8255813953488371

.data =
110.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.24593023255813953

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.022674418604651192

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.003488372093023251

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.02325581395348838

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.02790697674418603

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.1447674418604651

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0796511627906977

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.11627906976744198

.base_values =
1.8255813953488371

.data =
0.0"
".values =
0.02209302325581396

.base_values =
1.8255813953488371

.data =
1580.0",".values =
-0.02209302325581398

.base_values =
1.8255813953488371

.data =
2700.0",".values =
0.0930232558139535

.base_values =
1.8255813953488371

.data =
110.0",".values =
-0.0005813953488371992

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.9063953488372094

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.006976744186046513

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.005232558139534871

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.004069767441860472

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.880813953488372

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.14011627906976737

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.011627906976744196

.base_values =
1.8255813953488371

.data =
0.0"
